Curr IP,Server IP,CDN IP,Trc Server,Trc CDN,Trc Diff.,Ping Server,Ping CDN,Ping Diff,CDN?,Hops Server,Hops CDN,Distance Server,Distance CDN,Distance Diff.,CDN TTL
13.57.229.187,192.229.162.211,151.101.41.2,638.709545135498,100122.46465682983,-99483.75511169434,96.512,1.962,94.55,Yes,18,32,1318.3535005864298,0.0,1318.3535005864298,29
13.57.229.187,50.63.202.10,52.84.237.84,90143.0115699768,15942.436218261719,74200.57535171509,22.536,2.180,20.356,Yes,32,17,619.3039821895841,711.0109079557491,-91.706925766165,60
13.57.229.187,54.239.33.58,54.192.142.82,27329.82325553894,15121.48118019104,12208.3420753479,130.507,3.288,127.21900000000001,Yes,32,17,5103.7908501391175,709.3337726924899,4394.457077446627,13
13.57.229.187,151.101.129.67,151.101.189.67,100116.18185043335,100115.51713943481,0.6647109985351562,2.107,2.197,-0.08999999999999986,Yes,32,32,40.52738651831432,0.0,40.52738651831432,20
13.57.229.187,72.21.210.29,72.21.210.29,11486.268043518066,16502.274990081787,-5016.006946563721,72.427,72.545,-0.117999999999995,Yes,32,32,2396.50441953451,2396.50441953451,0.0,60
13.57.229.187,104.16.146.241,104.16.147.241,924.511194229126,938.2967948913574,-13.785600662231445,2.864,2.387,0.47699999999999987,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,52.95.116.115,54.192.142.119,37435.60218811035,15883.500814437866,21552.101373672485,130.797,1.884,128.913,Yes,32,17,5103.7908501391175,709.3337726924899,4394.457077446627,13
13.57.229.187,151.101.1.164,151.101.41.164,100150.46262741089,100149.57308769226,0.8895397186279297,2.068,2.295,-0.22699999999999987,Yes,32,32,40.52738651831432,0.0,40.52738651831432,27
13.57.229.187,216.58.192.3,216.58.216.163,10609.23957824707,543.5402393341064,10065.699338912964,2.599,22.709,-20.11,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,151.101.0.81,212.58.244.68,100103.32489013672,90234.0931892395,9869.231700897217,2.192,139.724,-137.53199999999998,No,32,32,40.52738651831432,5378.207738568053,-5337.680352049739,60
13.57.229.187,172.217.164.99,172.217.3.163,570.9021091461182,20885.892391204834,-20314.990282058716,2.552,24.128,-21.576,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.192.3,172.217.3.195,10156.041860580444,10460.357427597046,-304.31556701660156,2.642,23.911,-21.269000000000002,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,208.82.237.226,208.82.238.17,1277.7471542358398,341.51506423950195,936.2320899963379,74.982,3.613,71.369,Yes,23,18,43.65846889979207,43.65846889979207,0.0,60
13.57.229.187,42.236.9.70,101.198.192.46,63015.75446128845,75572.8440284729,-12557.089567184448,323.463,168.867,154.59600000000003,Yes,32,32,6334.540574431659,5959.94544874308,374.59512568857826,60
13.57.229.187,52.84.234.31,52.84.240.46,15123.7313747406,15166.331052780151,-42.59967803955078,3.625,2.072,1.553,Yes,17,17,711.0109079557491,711.0109079557491,0.0,7
13.57.229.187,104.17.200.68,104.17.199.68,1129.6899318695068,5831.934928894043,-4702.244997024536,36.861,2.643,34.217999999999996,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,151.101.193.69,151.101.129.69,100106.08053207397,100108.4554195404,-2.374887466430664,1.869,1.999,-0.13000000000000012,Yes,32,32,40.52738651831432,40.52738651831432,0.0,60
13.57.229.187,103.49.221.211,203.190.242.211,32117.3312664032,31757.071495056152,360.2597713470459,194.958,195.034,-0.0759999999999934,Yes,19,19,8705.8213218942,8705.8213218942,0.0,60
13.57.229.187,216.58.192.3,172.217.3.163,10227.532625198364,20621.076345443726,-10393.543720245361,2.548,23.958,-21.409999999999997,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.194.163,216.58.194.163,10146.074056625366,10156.891584396362,-10.817527770996094,2.824,2.677,0.1469999999999998,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,140.205.174.2,66.102.255.61,62023.27609062195,60684.94391441345,1338.332176208496,205.307,9.832,195.475,Yes,32,32,6293.640161560898,2402.1462226866506,3891.4939388742478,60
13.57.229.187,23.220.193.68,104.81.48.202,3761.141538619995,154.01482582092285,3607.1267127990723,12.165,3.675,8.489999999999998,Yes,17,14,2683.5741136952497,2683.5741136952497,0.0,20
13.57.229.187,172.217.6.67,172.217.5.99,250.4751682281494,10184.505224227905,-9934.030055999756,2.650,3.570,-0.9199999999999999,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,118.191.216.57,118.191.216.42,66246.23227119446,71117.9895401001,-4871.75726890564,155.196,155.246,-0.05000000000001137,Yes,32,32,6946.115050080699,6946.115050080699,0.0,60
13.57.229.187,195.8.215.136,195.8.215.136,11920.779466629028,11718.213319778442,202.56614685058594,145.689,145.723,-0.034000000000020236,Yes,30,30,5586.241732881306,5586.241732881306,0.0,60
13.57.229.187,96.43.145.26,96.43.145.26,5287.480592727661,5253.567457199097,33.91313552856445,61.068,61.351,-0.28300000000000125,Yes,17,17,41.58486272128258,41.58486272128258,0.0,60
13.57.229.187,151.101.64.217,151.101.0.217,100192.5220489502,100238.37685585022,-45.854806900024414,2.198,2.181,0.016999999999999904,Yes,32,32,40.52738651831432,40.52738651831432,0.0,60
13.57.229.187,104.199.64.136,104.154.127.47,66348.52838516235,50526.477098464966,15822.051286697388,109.119,37.959,71.16,Yes,32,29,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,172.217.5.99,172.217.6.35,10187.13641166687,155.6568145751953,10031.479597091675,2.568,2.493,0.07500000000000018,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,104.27.217.28,104.27.216.28,783.2894325256348,816.7634010314941,-33.473968505859375,2.110,2.193,-0.08300000000000018,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,219.85.79.131,219.85.79.131,6032.1691036224365,4843.86682510376,1188.3022785186768,132.459,132.418,0.04099999999999682,Yes,20,19,6614.1839565089895,6614.1839565089895,0.0,60
13.57.229.187,133.237.61.176,23.72.3.52,85736.77825927734,324.7401714324951,85412.03808784485,104.563,5.368,99.19500000000001,Yes,32,19,5191.719095991931,2683.5741136952497,2508.144982296681,20
13.57.229.187,211.159.244.178,23.213.115.33,48151.594400405884,117.6748275756836,48033.9195728302,193.864,3.543,190.321,Yes,32,14,5959.94544874308,2683.5741136952497,3276.3713350478306,20
13.57.229.187,101.227.188.170,104.68.123.66,27711.962938308716,162.29701042175293,27549.665927886963,213.730,3.441,210.289,Yes,27,14,6204.893864821768,2683.5741136952497,3521.3197511265184,20
13.57.229.187,52.33.182.156,104.244.99.18,951.054573059082,80542.58394241333,-79591.52936935425,21.084,2.062,19.022,Yes,26,32,599.6299218282041,376.5782563641541,223.05166546405007,60
13.57.229.187,108.174.11.74,108.174.10.19,100140.07902145386,100124.666929245,15.412092208862305,41.828,2.230,39.598000000000006,Yes,32,32,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,104.16.164.50,104.16.168.50,786.1175537109375,743.3488368988037,42.76871681213379,2.678,2.514,0.16400000000000015,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,216.58.194.163,172.217.6.35,8569.588422775269,243.73579025268555,8325.852632522583,2.708,2.588,0.1200000000000001,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,151.101.65.111,151.101.189.111,100117.60449409485,100112.43343353271,5.171060562133789,2.181,2.156,0.02499999999999991,Yes,32,32,40.52738651831432,0.0,40.52738651831432,30
13.57.229.187,185.147.178.13,185.147.178.12,1938.5592937469482,1764.3177509307861,174.2415428161621,171.897,173.705,-1.8080000000000211,No,28,28,7387.335839728875,7387.335839728875,0.0,60
13.57.229.187,103.64.14.18,103.64.14.17,2878.471851348877,1979.602575302124,898.8692760467529,187.639,186.001,1.6380000000000052,Yes,19,19,8705.88974217499,8705.88974217499,0.0,60
13.57.229.187,104.16.195.240,104.16.194.240,867.1994209289551,979.2280197143555,-112.02859878540039,2.369,2.369,0.0,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,198.134.112.244,198.134.112.243,36293.72239112854,35747.01642990112,546.705961227417,73.627,73.614,0.012999999999991019,Yes,32,32,2574.146852729941,2574.146852729941,0.0,60
13.57.229.187,104.16.58.5,104.16.59.5,800.0147342681885,817.4378871917725,-17.423152923583984,2.819,2.441,0.3780000000000001,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,205.204.101.42,198.11.132.23,85304.29196357727,70651.11231803894,14653.17964553833,3.142,3.290,-0.14800000000000013,Yes,32,32,28.61690695711888,28.61690695711888,0.0,60
13.57.229.187,169.44.159.200,169.44.165.64,80157.874584198,85152.71711349487,-4994.842529296875,2.912,2.560,0.35199999999999987,Yes,32,32,1318.3535005864298,1318.3535005864298,0.0,30
13.57.229.187,23.204.108.65,184.25.56.186,216.04347229003906,208.9245319366455,7.118940353393555,5.197,3.531,1.666,Yes,19,14,7.869039569350205,305.4771129418731,-297.6080733725229,20
13.57.229.187,104.18.73.52,104.18.72.52,804.1768074035645,942.8887367248535,-138.71192932128906,2.458,2.784,-0.3259999999999996,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,216.58.217.36,216.58.193.67,706.4895629882812,663.7325286865234,42.75703430175781,24.050,23.932,0.1180000000000021,Yes,21,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,204.74.99.100,96.43.145.26,80457.20219612122,5300.746440887451,75156.45575523376,2.428,61.866,-59.438,No,32,17,28.43772856363431,41.58486272128258,-13.147134157648274,60
13.57.229.187,216.58.192.3,172.217.3.195,10231.961488723755,10624.96018409729,-392.99869537353516,2.630,23.960,-21.330000000000002,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,63.245.215.20,104.16.41.2,65485.32938957214,1967.789888381958,63517.539501190186,3.861,3.133,0.7280000000000002,Yes,32,14,10.624693536752892,1318.3535005864298,-1307.728807049677,60
13.57.229.187,185.89.12.132,185.89.12.132,71498.9058971405,71516.40033721924,-17.49444007873535,193.428,193.501,-0.0730000000000075,Yes,32,32,5908.564892676899,5908.564892676899,0.0,60
13.57.229.187,216.58.195.67,74.125.197.94,262.01844215393066,45498.48771095276,-45236.46926879883,2.665,24.151,-21.486,No,16,27,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.192.3,74.125.197.94,10198.073625564575,45396.562814712524,-35198.48918914795,2.599,85.166,-82.567,No,16,27,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,64.30.228.118,23.72.17.124,80456.68244361877,203.9170265197754,80252.765417099,19.066,5.617,13.448999999999998,Yes,32,18,2550.2752721530755,2683.5741136952497,-133.29884154217416,20
13.57.229.187,107.178.250.249,107.178.250.249,10205.76024055481,310.4979991912842,9895.262241363525,2.688,2.679,0.009000000000000341,Yes,16,16,2413.8057621522626,2413.8057621522626,0.0,60
13.57.229.187,163.53.78.128,163.53.78.128,68260.39552688599,69005.68866729736,-745.293140411377,203.470,205.480,-2.009999999999991,No,32,32,8300.14114058536,8300.14114058536,0.0,60
13.57.229.187,104.25.64.8,104.25.65.8,898.8101482391357,937.4165534973145,-38.60640525817871,2.850,2.422,0.42799999999999994,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,216.58.194.163,172.217.5.99,10213.928699493408,10182.692766189575,31.235933303833008,2.657,2.550,0.1070000000000002,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,220.243.212.211,220.243.212.211,820.4362392425537,178.02667617797852,642.4095630645752,17.858,18.310,-0.4519999999999982,Yes,17,17,5959.94544874308,5959.94544874308,0.0,36
13.57.229.187,46.28.209.62,46.28.209.62,61175.904989242554,75895.62034606934,-14719.715356826782,165.695,165.947,-0.25200000000000955,Yes,32,32,5807.1242292778925,5807.1242292778925,0.0,60
13.57.229.187,124.127.180.200,220.243.212.34,52036.80610656738,1725.745439529419,50311.060667037964,260.666,129.310,131.356,Yes,32,17,5959.94544874308,5959.94544874308,0.0,3
13.57.229.187,104.25.72.110,104.25.71.110,789.311408996582,784.7657203674316,4.545688629150391,2.484,2.664,-0.18000000000000016,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,151.101.192.204,151.101.188.249,100119.4977760315,100135.14137268066,-15.643596649169922,2.070,2.363,-0.29300000000000015,Yes,32,32,40.52738651831432,0.0,40.52738651831432,30
13.57.229.187,186.192.90.5,186.192.81.5,71662.51468658447,71666.99981689453,-4.485130310058594,179.990,181.056,-1.0660000000000025,No,32,32,6573.3743264187,6573.3743264187,0.0,60
13.57.229.187,104.18.128.69,104.18.132.69,790.1148796081543,702.2533416748047,87.86153793334961,2.311,2.054,0.2570000000000001,Yes,14,14,1318.3535005864298,1318.3535005864298,0.0,60
13.57.229.187,209.225.49.79,54.230.116.15,954.6999931335449,95144.62852478027,-94189.92853164673,70.070,3.324,66.746,Yes,21,32,6413.629217652683,704.5834863792031,5709.04573127348,60
13.57.229.187,31.13.76.102,31.13.70.1,387.71724700927734,494.17567253112793,-106.45842552185059,19.232,10.609,8.623,Yes,21,20,709.0474680072001,305.4771129418731,403.570355065327,44
13.57.229.187,169.48.110.99,173.193.136.152,75373.70014190674,25697.676181793213,49676.023960113525,39.062,40.151,-1.0890000000000057,No,32,22,5476.55203331917,1450.7729817751626,4025.7790515440074,60
13.57.229.187,216.58.195.67,173.194.202.94,191.1337375640869,50503.83234024048,-50312.69860267639,2.691,24.178,-21.487000000000002,No,16,29,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,200.147.67.142,52.84.235.17,42175.67420005798,15156.300783157349,27019.373416900635,245.952,2.817,243.135,Yes,32,17,6574.392644108413,711.0109079557491,5863.381736152664,60
13.57.229.187,172.217.6.35,172.217.3.163,222.57375717163086,10637.132167816162,-10414.558410644531,2.624,22.701,-20.077,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,151.101.1.224,151.101.41.224,100131.56843185425,100168.84756088257,-37.27912902832031,2.391,11.989,-9.598,No,32,32,40.52738651831432,0.0,40.52738651831432,30
13.57.229.187,151.101.64.175,151.101.42.152,100124.14813041687,100124.9577999115,-0.8096694946289062,2.212,1.991,0.22100000000000009,Yes,32,32,40.52738651831432,0.0,40.52738651831432,30
13.57.229.187,52.84.150.31,52.84.150.27,1781.001091003418,1673.1388568878174,107.86223411560059,153.476,153.422,0.054000000000002046,Yes,19,19,711.0109079557491,711.0109079557491,0.0,16
13.57.229.187,172.217.6.35,74.125.135.94,242.98572540283203,45323.23861122131,-45080.25288581848,2.472,24.048,-21.575999999999997,No,16,27,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,172.217.5.99,172.217.5.99,10176.06234550476,10164.660930633545,11.40141487121582,2.487,2.507,-0.020000000000000018,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,124.243.192.30,123.58.16.132,54801.448822021484,49278.80597114563,5522.6428508758545,227.590,308.791,-81.201,No,30,31,5959.94544874308,5959.94544874308,0.0,30
13.57.229.187,118.191.216.42,118.191.216.57,70963.31906318665,66072.31640815735,4891.002655029297,155.177,156.059,-0.882000000000005,Yes,32,32,6946.115050080699,6946.115050080699,0.0,60
13.57.229.187,52.84.235.102,151.101.190.112,15316.767692565918,100108.35886001587,-84791.59116744995,3.477,2.203,1.274,Yes,17,32,711.0109079557491,0.0,711.0109079557491,30
